Ride,Starting Timestamp,Percentage Overlap,Percentage Overlap - One Grid Over,User Ride Duration,Recommended Ride Duration,User Ride Distance,Recommended Ride Distance
VM2_-1002730652,1611235226568.0,0.7022058823529411,0.27389705882352944,1672.0,1832.7,8.567344913608325,8.8465
VM2_-1003195918,1614290288928.0,0.796,0.204,762.0,865.8,4.056567583136607,4.0867
VM2_-1003418324,1616510301000.0,0.6105072463768116,0.3894927536231884,1669.0,2296.7,9.578785957037889,10.9406
VM2_-1004970380,1616335878000.0,1.0,0.0,390.0,254.2,1.3601832935937397,1.2449
VM2_-1008095372,1610377807504.0,1.0,0.0,856.0,376.2,2.409206827265787,1.6997
VM2_-100838566,1608759412690.0,0.6563275434243176,0.3436724565756824,2466.0,3267.3,14.02783606289698,15.2394
VM2_-1011761369,1614778131000.0,0.35685884691848907,0.4840954274353877,3052.0,3988.4,16.42373779298671,18.2236
VM2_-1012528435,1616062788999.0,0.8732106339468303,0.12678936605316973,1468.0,1349.6,6.583500866567213,6.6082
VM2_-1018514671,1613548166000.0,0.7764423076923077,0.22115384615384615,1257.0,1461.4,6.034315359573959,7.0971
VM2_-1020864937,1610661005686.0,1.0,0.0,297.0,194.2,0.8864152981215274,0.8837999999999999
VM2_-1030824351,1615903329000.0,0.976905311778291,0.023094688221709007,1306.0,1256.6,5.857199524798726,5.7028
VM2_-1031311185,1613926717403.0,0.5676348547717842,0.25892116182572616,3642.0,2852.2,14.812262240994576,14.119
VM2_-1033342055,1616128955000.0,0.8304794520547946,0.1695205479452055,1764.0,2197.3,9.233107769299265,10.4039
VM2_-1042395089,1616348334000.0,0.9012096774193549,0.09879032258064516,1500.0,1586.8,7.175463442618947,7.5725
VM2_-1048010531,1614203531000.0,0.7578313253012048,0.2421686746987952,2503.0,3225.2,13.736300309853949,15.0294
VM2_-1048043801,1611234613020.0,0.987146529562982,0.010282776349614395,1190.0,775.1,3.61187838828712,3.4409
VM2_-1048986081,1615031696000.0,0.4883720930232558,0.5098389982110912,1691.0,144.8,5.535437176497359,0.6872
VM2_-1054364325,1615395396000.0,1.0,0.0,568.0,414.6,1.9747851317636835,2.0519
VM2_-1054975248,1616049953280.0,0.7128427128427128,0.2784992784992785,2509.0,2849.5,13.086023252696531,13.8688
VM2_-1056713498,1611409340750.0,0.9331941544885177,0.06680584551148225,1473.0,1466.1,6.397050920568545,6.8621
VM2_-1058384958,1609595168516.0,0.6429512516469038,0.3412384716732543,2321.0,1278.1,8.895390073448613,6.2842
VM2_-1059125850,1617115633079.0,0.8987951807228916,0.10120481927710843,1291.0,1170.0,6.272188757526932,5.7498
VM2_-1060459581,1616850934000.0,1.0,0.0,604.0,382.0,1.733206001285492,1.7819
VM2_-1069533547,1614692070999.0,0.8769230769230769,0.12307692307692308,587.0,524.6,2.2296326498674874,2.2608
VM2_-1070670038,1605714064284.0,1.0,0.0,694.0,386.6,2.0804598577308906,1.9334
VM2_-1070772945,1610296334525.0,1.0,0.0,285.0,179.8,0.893510724937161,0.8734999999999999
VM2_-1071962580,1613643314000.0,0.7036423841059603,0.29635761589403975,1825.0,2346.0,9.634299370797724,11.0215
VM2_-1072839884,1611493616301.0,0.9371980676328503,0.06280193236714976,634.0,622.3,2.8818971175543795,2.6351
VM2_-1073903872,1609433775764.0,0.9845201238390093,0.015479876160990712,986.0,996.5000000000001,4.672887532737294,4.6946
VM2_-1074593452,1614095692456.0,0.8282608695652174,0.17391304347826086,1407.0,1454.0,6.429810135754003,6.9999
VM2_-1075010755,1610638825365.0,1.0,0.0,1417.0,1103.8,5.511337019598532,5.3947
VM2_-1077947603,1614698005308.0,0.6601941747572816,0.3333333333333333,2195.0,2342.4,10.302163214237456,11.2822
VM2_-1077964841,1617135435000.0,0.6763990267639902,0.3236009732360097,1256.0,1215.3,5.124843530351578,5.2119
VM2_-108208252,1614254970000.0,0.5471464019851117,0.45285359801488834,2430.0,3219.0,13.85001717900711,15.0479
VM2_-1085179087,1611898471366.0,0.2564102564102564,0.5990675990675991,1315.0,1764.0,7.579297677919772,8.6035
VM2_-1085991732,1610606543726.0,1.0,0.0,608.0,697.8,2.071557071583765,3.3336
VM2_-1086830455,1614157505850.0,0.8977556109725686,0.10224438902743142,1219.0,1544.5,6.637381146930325,7.0952
VM2_-1087248499,1609825219350.0,0.3101391650099404,0.6123260437375746,1568.0,1791.9,7.790868502752729,8.6527
VM2_-1089691452,1614962083000.0,0.9552238805970149,0.024875621890547265,605.0,465.1,2.1943349255545974,2.0658
VM2_-1090213685,1615485620000.0,0.9615384615384616,0.038461538461538464,312.0,286.0,1.5022981796497887,1.4298
